Primary_Key	School Number	School Year	School Name	Official School Name	LEA Number	LEA Name	Name Prefix Description	Principal First Name	Principal Middle Name	Principal Last Name	Principal Name Suffix	Address Line1	Address Line2	City	State	Zip Code 5	Zip Code 4	Phone Office Area	Phone Office Exch	Phone Office Line	Phone Fax Area	Phone Fax Exch	Phone Fax Line 	Mailing Address Line1	Mailing Address Line2	Mailing City	Mailing State	Mailing Zip Code 5	Mailing Zip Code 4	URL School Address	Sch Operational Status	Sch Operational Status Desc	Opening Effective Date	Closing Date	School Type	School Type Desc	School Program Type	School Program Type Desc	Grade Level Current	Grade Level Approved	Grade Level First Year	Title I	School Calendar Type	School Calendar Description	Extended Hours	School Schedule Type	School Schedule Type Desc	School Designation Type	School Designation Desc	Virtual Status	SBE Region	SBE Region Names	Accreditation Status	Accreditation Status Desc	Federal School Number	College Board Number	School Membership	School Year For Sch Membership	School Teacher Count	School Year For Teachers	Cooperative Innovative HS	Cooperative MMYYYY SBE Approve	First Yr Est ADM	First Yr Est Paid Teacher FTE	Newly Constructed Facility	Occupancy Date	What Facility Will Sch Occupy	Share Space	Share Space Describe	New Sch Population From	List Of Closing Schools	County Code	County Description	Opening In School Year	Locale Type	Locale Type Desc	School Closings?	School Systartstatus	Record Created Timestamp	Record Created By	Last Changed Timestamp	Last Changed By
9204402019	920440	2019	Green Elementary	Green Elementary	920	Wake County Schools	Ms	Lisa	-	Brown	-	5307 Six Forks Road	-	Raleigh	NC	27609	-	919	431	8141	919	589	6420	-	-	-	-	-	-	http://greenes.wcpss.net	1	Open	30-JUN-90	-	R	Regular School	M	Magnet	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001864	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 08:52AM	rsiwiec
9204412019	920441	2019	Green Hope High	Green Hope High	920	Wake County Schools	Ms	Diann	-	Kearney (Interim)	-	2500 Carpenter Upchurch Road	-	Cary	NC	27519	-	919	380	3700	919	626	4369	-	-	-	-	-	-	http://greenhopehigh.wcpss.net/	1	Open	30-JUN-99	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370472002489	342709	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 08:53AM	rsiwiec
9204422019	920442	2019	Hilburn Drive Academy	Hilburn Drive Academy	920	Wake County Schools	Ms	Mariah	-	Walker	-	7100 Hilburn Drive	-	Raleigh	NC	27613	-	919	571	6800	919	626	4450	-	-	-	-	-	-	http://www.wcpss.net/hilburnacademy	1	Open	30-JUN-96	-	R	Regular School	N	None	P3:PK:KG:01:02:03:04:05:06:07:08	P3:PK:KG:01:02:03:04:05:06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:35PM	rsiwiec
9204432019	920443	2019	Highcroft Elementary	Highcroft Elementary	920	Wake County Schools	Mr	Matthew	-	Gamble	-	5415 Highcroft Drive	-	Cary	NC	27519	-	919	460	3527	919	704	2319	-	-	-	-	-	-	http://www.wcpss.net/highcroftdrivees	1	Open	01-JUL-04	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002743	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:33PM	rsiwiec
9204442019	920444	2019	Heritage Middle	Heritage Middle	920	Wake County Schools	Mr	Christopher	-	McCabe	-	3400 Rogers Road	-	Wake Forest	NC	27587	-	919	562	6204	919	670	4218	-	-	-	-	-	-	http://heritagems.wcpss.net	1	Open	30-JUN-03	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002682	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:31PM	rsiwiec
9204452019	920445	2019	Heritage High	Heritage High School	920	Wake County Schools	Mr	Scott	-	Lyons	-	1150 Forestville Road	-	Wake Forest	NC	27587	-	919	570	5600	919	670	4212	-	-	-	-	-	-	http://heritagehs.wcpss.net/	1	Open	01-JUL-10	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	09:10:11:12	-	T	Traditional	-	-	-	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370472003226	344118	-	-	-	-	N	-	872	43	Y	01-JUL-10	-	N	-	East Wake, Knightdale, Leesville, Millbrook, Wake Forest-Rolesville and Wakefield	-	092	Wake	2011	11	City, Large	N	-	04-27-2010 12:03PM	gwendolyn_tucker	07-11-2018 03:31PM	rsiwiec
9204462019	920446	2019	Hodge Road Elementary	Hodge Road Elementary	920	Wake County Schools	Ms	Vivian	-	Pridgen (Interim)	-	2128 Mingo Bluff Boulevard	-	Knightdale	NC	27545	-	919	266	8599	919	670	4285	-	-	-	-	-	-	http://hodgeroades.wcpss.net/	1	Open	30-JUN-95	-	R	Regular School	M	Magnet	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001677	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:35PM	rsiwiec
9204472019	920447	2019	Holly Springs Elementary	Holly Springs Elementary	920	Wake County Schools	Ms	Danielle	-	Clark	-	401 Holly Springs Road	-	Holly Springs	NC	27540	-	919	557	2660	919	670	4301	-	-	-	-	-	-	http://www.wcpss.net/hollyspringses	1	Open	30-JUN-96	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002035	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	09-06-2018 03:16PM	sandra_hunnicutt
9204482019	920448	2019	Hunter Elementary	Hunter Elementary	920	Wake County Schools	Ms	Briana	-	Pelton	-	1018 E Davie St	-	Raleigh	NC	27601	1624	919	856	7676	919	670	4243	-	-	-	-	-	-	http://hunteres.wcpss.net/	1	Open	30-JUN-90	-	R	Regular School	M	Magnet	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001866	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:41PM	rsiwiec
9204492019	920449	2019	Holly Ridge Elementary	Holly Ridge Elementary	920	Wake County Schools	Mr	Joy	-	Gorman	-	900 Holly Springs Road	-	Holly Springs	NC	27540	-	919	577	1300	919	670	4361	-	-	-	-	-	-	http://www.wcpss.net/hollyridgees	1	Open	30-JUN-03	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002683	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:37PM	rsiwiec
9204502019	920450	2019	Holly Ridge Middle	Holly Ridge Middle	920	Wake County Schools	Ms	Emily	-	Mountford	-	950 Holly Springs Road	-	Holly Springs	NC	27540	-	919	577	1335	919	670	4350	-	-	-	-	-	-	http://hollyridgems.wcpss.net/	1	Open	30-JUN-03	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002684	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:38PM	rsiwiec
9204512019	920451	2019	Harris Creek Elementary	Harris Creek Elementary	920	Wake County Schools	Ms	Tracie	-	Sanchez	-	3829 Forestville Road	-	Raleigh	NC	27616	-	919	217	5100	919	670	4404	-	-	-	-	-	-	http://www.wcpss.net/harriscreekes	1	Open	02-JUL-05	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002805	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 12:00AM	EDDIE	07-11-2018 03:28PM	rsiwiec
9204522019	920452	2019	Jeffreys Grove Elementary	Jeffreys Grove Elementary	920	Wake County Schools	Ms	Lisa	-	Cruz	-	6119 Creedmoor Rd	-	Raleigh	NC	27612	-	919	881	4910	919	626	4359	-	-	-	-	-	-	http://www.wcpss.net/jeffreysgrovees	1	Open	30-JUN-90	-	R	Regular School	M	Magnet	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001867	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:41PM	rsiwiec
9204532019	920453	2019	Jones Dairy Elementary	Jones Dairy Elementary	920	Wake County Schools	Mr	Robert	-	Bendel	-	1100 Jones Dairy Road	-	Wake Forest	NC	27587	-	919	562	6181	919	670	4388	-	-	-	-	-	-	http://www.wcpss.net/jonesdairyes	1	Open	01-JUL-04	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002744	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:42PM	rsiwiec
9204542019	920454	2019	Heritage Elementary	Heritage Elementary	920	Wake County Schools	Ms	Jennifer	-	Abraham	-	3500 Rogers Road	-	Wake Forest	NC	27587	-	919	562	6000	919	670	4216	-	-	-	-	-	-	http://heritagees.wcpss.net/	1	Open	30-JUN-96	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002038	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	11-14-2018 02:05PM	sandra_hunnicutt
9204552019	920455	2019	Holly Springs High	Holly Springs High	920	Wake County Schools	Mr	Brian	-	Pittman	-	5329 Cass Holt Road	-	Holly Springs	NC	27540	-	919	577	1444	919	670	4382	-	-	-	-	-	-	http://www.wcpss.net/hollyspringshs	1	Open	02-JUL-06	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370472002847	341902	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:39PM	rsiwiec
9204562019	920456	2019	Joyner Elementary	Joyner Elementary	920	Wake County Schools	Ms	Jennifer	-	Zezza	-	2300 Lowden St.	-	Raleigh	NC	27608	1726	919	856	7650	919	670	4276	-	-	-	-	-	-	http://joyneres.wcpss.net/	1	Open	30-JUN-90	-	R	Regular School	M	Magnet	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001868	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:42PM	rsiwiec
9204572019	920457	2019	Holly Grove Elementary	Holly Grove Elementary	920	Wake County Schools	Ms	Sarah	-	Simmons	-	1451 Avent Ferry Road	-	Holly Springs	NC	27540	-	919	577	1700	919	589	6509	-	-	-	-	-	-	http://www.wcpss.net/hollygrovees	1	Open	02-JUL-06	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002899	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:36PM	rsiwiec
9204582019	920458	2019	Holly Grove Middle	Holly Grove Middle School	920	Wake County Schools	Ms	Janiece	-	Dilts	-	1401 Avent Ferry Road	-	Holly Springs	NC	27540	-	919	567	4177	919	670	4208	-	-	-	-	-	-	http://hollygrovems.wcpss.net	1	Open	01-JUL-10	-	R	Regular School	N	None	06:07:08	06:07:08	06:07:08	-	Y	Year Round	-	Q	Quarterly	P	Public	NOTVIRTUAL	3	North Central	-	-	370472003208	-	-	-	-	-	N	-	1009	50	Y	01-JUL-10	-	N	-	Fuquay-Varina, Holly Ridge, Lufkin, North Carner, West Lake Middle	-	092	Wake	2011	11	City, Large	N	-	04-27-2010 11:57AM	gwendolyn_tucker	07-11-2018 03:37PM	rsiwiec
9204592019	920459	2019	Hortons Creek Elementary	Hortons Creek Elementary School	920	Wake County Schools	Mrs	Sandy	-	Chambers	-	7615 O'Kelly Chapel Rd	-	Cary	NC	27519	-	919	694	8660	919	704	2078	-	-	-	-	-	-	http://www.wcpss.net/hortonscreekes	1	Open	01-JUL-17	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	PK:KG:01:02:03:05	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472003414	-	-	-	-	-	N	-	500	22	Y	01-AUG-17	-	N	-	School 920307 - Alston Ridge Elementary :School 920501 - Mills Park Elementary 	-	092	Wake	2018	11	City, Large	N	-	10-21-2016 05:33PM	sloeffler	02-01-2018 02:04PM	sandra_hunnicutt
9204602019	920460	2019	Kingswood Elementary	Kingswood Elementary	920	Wake County Schools	Ms	Sherry	-	Schliesser	-	200 E. Johnson Street	-	Cary	NC	27513	-	919	460	3481	919	670	4286	-	-	-	-	-	-	http://kingswoodes.wcpss.net/	1	Open	30-JUN-90	-	R	Regular School	M	Magnet	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001869	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	02-01-2018 02:00PM	sandra_hunnicutt
9204642019	920464	2019	Knightdale Elementary	Knightdale Elementary	920	Wake County Schools	Ms	Teresa	-	James	-	109 Ridge St 	-	Knightdale	NC	27545	-	919	266	8540	919	670	4287	-	-	-	-	-	-	http://www.wcpss.net/knightdalees	1	Open	30-JUN-90	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001870	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	09-12-2017 12:44PM	sandra_hunnicutt
9204662019	920466	2019	Knightdale High	Knightdale High	920	Wake County Schools	Dr	James	-	Argent	-	100 Bryan Chalk Lane	-	Knightdale	NC	27545	-	919	217	5350	919	694	8599	-	-	-	-	-	-	http://knightdalehs.wcpss.net/	1	Open	01-JUL-04	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370472002745	342124	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:44PM	rsiwiec
9204672019	920467	2019	Laurel Park Elementary	Laurel Park Elementary	920	Wake County Schools	Mr	Raleigh	-	Bame	-	2450 Laura Duncan Rd	-	Apex	NC	27523	-	919	290	2333	919	670	4261	-	-	-	-	-	-	http://laurelparkes.wcpss.net	1	Open	01-JUL-08	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472003019	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:46PM	rsiwiec
9204682019	920468	2019	Lacy Elementary	Lacy Elementary	920	Wake County Schools	Ms	Candace	-	Watson	-	2001 Lake Boone Trail	-	Raleigh	NC	27607	6766	919	881	4920	919	670	4365	-	-	-	-	-	-	http://lacyes.wcpss.net	1	Open	30-JUN-90	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001871	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:45PM	rsiwiec
9204692019	920469	2019	Leesville Road Elementary	Leesville Road Elementary	920	Wake County Schools	Mr	Ari	-	Cohen	-	8402 Pride Way	-	Raleigh	NC	27613	1004	919	870	4200	919	589	6765	-	-	-	-	-	-	http://les.wcpss.net/	1	Open	30-JUN-92	-	R	Regular School	N	None	KG:01:02:03:04:05	KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472000077	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:47PM	rsiwiec
9204702019	920470	2019	Lead Mine Elementary	Lead Mine Elementary	920	Wake County Schools	Mr	T.	Aaron	Marcin	-	8301 Old Leadmine Rd	-	Raleigh	NC	27615	2930	919	870	4120	919	670	4244	-	-	-	-	-	-	http://www.wcpss.net/leadminees	1	Open	30-JUN-90	-	R	Regular School	N	None	KG:01:02:03:04:05	KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002281	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	11-16-2017 11:50AM	sandra_hunnicutt
9204712019	920471	2019	Leesville Road Middle	Leesville Road Middle	920	Wake County Schools	Ms	Cynthia	-	Kremer	-	8406 Pride Way	-	Raleigh	NC	27613	1004	919	870	4141	919	589	6773	-	-	-	-	-	-	http://www.wcpss.net/leesvilleroadms	1	Open	30-JUN-91	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002317	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:48PM	rsiwiec
9204722019	920472	2019	Ligon Middle	Ligon Middle	920	Wake County Schools	Ms	Gretta	-	Dula	-	706 E Lenoir St	-	Raleigh	NC	27601	2029	919	856	7929	919	670	4312	-	-	-	-	-	-	http://ligon.wcpss.net/	1	Open	30-JUN-90	-	R	Regular School	M	Magnet	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001872	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:49PM	rsiwiec
9204732019	920473	2019	Leesville Road High	Leesville Road High	920	Wake County Schools	Mr	Ian	-	Solomon	-	8410 Pride Way	-	Raleigh	NC	27613	1004	919	870	4250	919	670	4406	-	-	-	-	-	-	http://www.wcpss.net/leesvilleroadhs	1	Open	30-JUN-93	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370472000944	343214	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:47PM	rsiwiec
9204742019	920474	2019	Lake Myra Elementary	Lake Myra Elementary	920	Wake County Schools	Ms	Tina	-	Zarzecki	-	1300 Elk Falls Rd	-	Wendell	NC	27591	-	919	365	8990	919	670	4405	-	-	-	-	-	-	http://www.wcpss.net/lakemyraes	1	Open	01-JUL-09	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472003156	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:45PM	rsiwiec
9204762019	920476	2019	Lincoln Heights Elementary	Lincoln Heights Elementary	920	Wake County Schools	Ms	Kimberly	-	Grant	-	307 Bridge St	-	Fuquay-Varina	NC	27526	1805	919	557	2587	919	694	8627	-	-	-	-	-	-	http://lincolnheightses.wcpss.net/	1	Open	30-JUN-90	-	R	Regular School	M	Magnet	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001873	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	11-21-2017 03:01PM	sandra_hunnicutt
9204802019	920480	2019	Lockhart Elementary	Lockhart Elementary	920	Wake County Schools	Mr	Daniel	-	Zoller	-	1320 N Smithfield Rd	-	Knightdale	NC	27545	-	919	266	8525	919	704	2116	-	-	-	-	-	-	http://www.wcpss.net/lockhartes	1	Open	30-JUN-90	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001874	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:50PM	rsiwiec
9204842019	920484	2019	Lufkin Road Middle	Lufkin Road Middle	920	Wake County Schools	Ms	Karen	-	Sinders	-	1002 Lufkin Road	-	Apex	NC	27539	-	919	387	4465	919	626	4465	-	-	-	-	-	-	http://www.wcpss.net/lufkinroadms	1	Open	30-JUN-99	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002490	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:51PM	rsiwiec
9204882019	920488	2019	Lynn Road Elementary	Lynn Road Elementary	920	Wake County Schools	Ms	Victoria	-	Privott	-	1601 Lynn Rd	-	Raleigh	NC	27612	6820	919	870	4074	919	670	4226	-	-	-	-	-	-	http://www.wcpss.net/lynnroades	1	Open	30-JUN-90	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001876	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	11-16-2017 11:54AM	sandra_hunnicutt
9204922019	920492	2019	Martin Middle	Martin Middle	920	Wake County Schools	Ms	Lacey	-	Peckham	-	1701 Ridge Rd	-	Raleigh	NC	27607	6737	919	881	4970	919	704	2283	-	-	-	-	-	-	http://www.wcpss.net/martinms	1	Open	30-JUN-90	-	R	Regular School	M	Magnet	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001877	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:52PM	rsiwiec
9204942019	920494	2019	Middle Creek Elementary	Middle Creek Elementary	920	Wake County Schools	Ms	Caroline	-	Miller	-	110 Middle Creek Park Avenue	-	Apex	NC	27539	-	919	773	9555	919	670	4262	-	-	-	-	-	-	http://www.wcpss.net/middlecreekes	1	Open	30-JUN-00	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	Y	Year Round	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472002557	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:53PM	rsiwiec
9204952019	920495	2019	Middle Creek High	Middle Creek High	920	Wake County Schools	Mr	Wade	-	Martin	-	123 Middle Creek Park Avenue	-	Apex	NC	27539	-	919	773	3838	919	670	4296	-	-	-	-	-	-	http://middlecreekhs.wcpss.net	1	Open	30-JUN-02	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	SA	SACS	370472002653	340086	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:53PM	rsiwiec
9204962019	920496	2019	Millbrook Elementary	Millbrook Elementary	920	Wake County Schools	Ms	Jamee	-	Lynch	-	1520 E Millbrook Rd	-	Raleigh	NC	27609	4889	919	850	8700	919	704	2106	-	-	-	-	-	-	http://www.wcpss.net/millbrookes	1	Open	30-JUN-90	-	R	Regular School	M	Magnet	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	3	North Central	-	-	370472001878	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	092	Wake	-	11	City, Large	-	1	04-23-2010 02:49PM	EDDIE	07-11-2018 03:54PM	rsiwiec
