Primary_Key	School Number	School Year	School Name	Official School Name	LEA Number	LEA Name	Name Prefix Description	Principal First Name	Principal Middle Name	Principal Last Name	Principal Name Suffix	Address Line1	Address Line2	City	State	Zip Code 5	Zip Code 4	Phone Office Area	Phone Office Exch	Phone Office Line	Phone Fax Area	Phone Fax Exch	Phone Fax Line 	Mailing Address Line1	Mailing Address Line2	Mailing City	Mailing State	Mailing Zip Code 5	Mailing Zip Code 4	URL School Address	Sch Operational Status	Sch Operational Status Desc	Opening Effective Date	Closing Date	School Type	School Type Desc	School Program Type	School Program Type Desc	Grade Level Current	Grade Level Approved	Grade Level First Year	Title I	School Calendar Type	School Calendar Description	Extended Hours	School Schedule Type	School Schedule Type Desc	School Designation Type	School Designation Desc	Virtual Status	SBE Region	SBE Region Names	Accreditation Status	Accreditation Status Desc	Federal School Number	College Board Number	School Membership	School Year For Sch Membership	School Teacher Count	School Year For Teachers	Cooperative Innovative HS	Cooperative MMYYYY SBE Approve	First Yr Est ADM	First Yr Est Paid Teacher FTE	Newly Constructed Facility	Occupancy Date	What Facility Will Sch Occupy	Share Space	Share Space Describe	New Sch Population From	List Of Closing Schools	County Code	County Description	Opening In School Year	Locale Type	Locale Type Desc	School Closings?	School Systartstatus	Record Created Timestamp	Record Created By	Last Changed Timestamp	Last Changed By
3603602019	360360	2019	Cherryville High	Cherryville High School	360	Gaston County Schools	Mr	Kevin	-	Doran	-	313 Ridge Avenue	-	Cherryville	NC	28021	2451	704	836	9605	704	435	4989	-	-	-	-	-	-	http://www.gaston.k12.nc.us/cherryvillehigh	1	Open	30-JUN-90	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	B	Block	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000675	340715	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:18PM	jeppie_hager
3603642019	360364	2019	Cherryville Elementary	Cherryville Elementary School	360	Gaston County Schools	-	Shawn	-	Hubers	-	700 East Academy Street	-	Cherryville	NC	28021	3432	704	836	9115	704	435	9611	-	-	-	-	-	-	http://www.gaston.k12.nc.us/cherryvilleelem	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03	PK:KG:01:02:03	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000673	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 12:00AM	EDDIE	12-02-2015 03:11PM	jeppie_hager
3603722019	360372	2019	Warlick Academy	Warlick Academy	360	Gaston County Schools	Dr	Judy	-	Moore	-	1316 Spencer Mountain Road	-	Gastonia	NC	28054	-	704	836	9608	704	824	0918	-	-	-	-	-	-	http://www.gaston.k12.nc.us/warlick	1	Open	30-JUN-90	-	A	Alternative Education	N	None	06:07:08:09:10:11:12	06:07:08:09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162002263	341457	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 04:05PM	jeppie_hager
3603762019	360376	2019	Costner Elementary	Costner Elementary School	360	Gaston County Schools	-	Lonnia	-	Beam	-	353 Old 277 Loop Hwy	-	Dallas	NC	28034	9801	704	922	3522	704	922	7503	-	-	-	-	-	-	http://www.gaston.k12.nc.us/costner	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000678	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:19PM	jeppie_hager
3603782019	360378	2019	Stuart W Cramer High	Stuart W Cramer High School	360	Gaston County Schools	Mrs	Audrey	-	Devine	-	101 Lakewood Rd	-	Belmont	NC	28012	-	704	866	5700	704	825	8950	-	-	-	-	-	-	http://www.gaston.k12.nc.us/stuartwcramer	1	Open	01-JUL-13	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	09:10	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162003246	340294	-	-	-	-	N	-	526	21	Y	01-JUL-13	-	N	-	School 360390 - East Gaston High :School 360494 - South Point High :School 360396 - Forestview High 	-	036	Gaston	2014	22	Suburb, Midsize	N	-	11-28-2011 12:03PM	john_tutterow	06-03-2016 03:59PM	RON
3603802019	360380	2019	Cramerton Middle	Cramerton Middle School	360	Gaston County Schools	-	Jessica	-	Steiner	-	601 Cramer Mountain Road	-	Cramerton	NC	28032	-	704	836	9603	704	824	0228	-	-	-	-	-	-	http://gaston.k12.nc.us/cramertonmiddle	1	Open	30-JUN-90	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000679	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	02-08-2016 03:51PM	jeppie_hager
3603902019	360390	2019	East Gaston High	East Gaston High School	360	Gaston County Schools	-	Jennifer	-	Reep	-	1744 Lane Road	-	Mount Holly	NC	28120	9801	704	836	9613	704	827	5974	-	-	-	-	-	-	http://www.gaston.k12.nc.us/egaston	1	Open	30-JUN-90	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	B	Block	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000681	342790	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:22PM	jeppie_hager
3603922019	360392	2019	Edward D Sadler Jr  Elementary School	Edward D Sadler Jr Elementary School	360	Gaston County Schools	Dr	James	-	Ramere	-	3950 West Franklin Boulevard	-	Gastonia	NC	28052	-	704	862	5895	704	862	5899	-	-	-	-	-	-	http://www.gaston.k12.nc.us/sadler	1	Open	01-JUL-04	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162002731	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:49PM	jeppie_hager
3603942019	360394	2019	Webb Street School	Webb Street School	360	Gaston County Schools	-	Kelli	-	Howe	-	1623 N Webb Street	-	Gastonia	NC	28052	-	704	864	9667	704	867	8487	-	-	-	-	-	-	http://www.gaston.k12.nc.us/webbst	1	Open	30-JUN-90	-	S	Exceptional Children	N	None	PK:KG:01:02:03:04:05:06:07:08:09:10:11:12	PK:KG:01:02:03:04:05:06:07:08:09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000684	991423	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 04:06PM	jeppie_hager
3603962019	360396	2019	Forestview High	Forestview High School	360	Gaston County Schools	-	Crystal	-	Houser	-	5545 Union Road	-	Gastonia	NC	28056	-	704	861	2625	704	853	3323	-	-	-	-	-	-	http://www.gaston.k12.nc.us/forestview	1	Open	30-JUN-98	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	B	Block	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162002384	341449	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:25PM	jeppie_hager
3604002019	360400	2019	Gardner Park Elementary	Gardner Park Elementary School	360	Gaston County Schools	-	Jaime	-	Wallace	-	738 Armstrong Park Road	-	Gastonia	NC	28054	7212	704	866	6082	704	854	3096	-	-	-	-	-	-	http://gaston.k12.nc.us/gpark	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000683	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:28PM	jeppie_hager
3604082019	360408	2019	W P Grier Middle School	W P Grier Middle School	360	Gaston County Schools	-	Mitchell	-	Allen	-	1622 E Garrison Boulevard	-	Gastonia	NC	28054	5176	704	836	9604	704	866	6116	-	-	-	-	-	-	http://www.gaston.k12.nc.us/grier	1	Open	30-JUN-90	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000687	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:30PM	jeppie_hager
3604182019	360418	2019	Highland Sch of Technology	Highland School of Technology	360	Gaston County Schools	-	Denise 	-	McLean	-	1600 N Morris Street	-	Gastonia	NC	28052	-	704	810	8816	704	866	6105	-	-	-	-	-	-	http://gaston.k12.nc.us/highland	1	Open	30-JUN-00	-	R	Regular School	M	Magnet	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	B	Block	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162002521	341450	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:32PM	jeppie_hager
3604202019	360420	2019	Hawks Nest STEAM Academy	Hawks Nest STEAM Academy	360	Gaston County Schools	-	Jill	-	Payne	-	3430 Robinwood Rd	-	Gastonia	NC	28054	-	704	866	8467	704	866	8470	-	-	-	-	-	-	http://www.gaston.k12.nc.us/hawksnest	1	Open	01-JUL-16	-	R	Regular School	M	Magnet	KG:01:02:03:04:05	KG:01:02:03:04:05	KG:01:02:03:04:05	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	-	-	370162003409	-	-	-	-	-	N	-	420	20	N	-	Hawks Nest Intermediate	N	-	School 360320 - Belmont Central Elementary :School 360332 - Bessemer City Central Elem :School 360338 - Bessemer City Primary :School 360340 - Brookside Elementary :School 360344 - Carr Elementary :School 360348 - Catawba Heights Elementary :School 360352 - Chapel Grove Elementary :School 360364 - Cherryville Elementary :School 360376 - Costner Elementary :School 360392 - Edward D Sadler Jr  Elementary School :School 360400 - Gardner Park Elementary :School 360492 - H H Beam Elementary :School 360482 - Ida Rankin Elementary School :School 360430 - J B Page Primary School :School 360432 - Kiser Elementary :School 360438 - Lingerfeldt Elementary :School 360440 - Lowell Elementary :School 360448 - McAdenville Elementary :School 360464 - New Hope Elementary :School 360468 - North Belmont Elementary :School 360478 - Pinewood Elementary :School 360480 - Pleasant Ridge Elementary :School 360488 - Robinson Elementary :School 360490 - Sherwood Elementary :School 360499 - Springfield Primary :School 360504 - Tryon Elementary :School 360510 - W A Bess Elementary School :School 360339 - W B Beam Intermediate School :School 360520 - Woodhill Elementary 	School 360416 - Hawks Nest  Intermediate 	036	Gaston	2017	22	Suburb, Midsize	Y	-	07-13-2016 12:23PM	jeppie_hager	02-28-2017 03:22PM	nicola_lefler
3604262019	360426	2019	Holbrook Middle	Holbrook Middle School	360	Gaston County Schools	-	Audrey	-	Hovis	-	418 S Church Street	-	Lowell	NC	28098	1806	704	836	9607	704	824	4529	-	-	-	-	-	-	http://www.gaston.k12.nc.us/holbrook	1	Open	30-JUN-90	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000690	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:33PM	jeppie_hager
3604282019	360428	2019	Hunter Huss High	Hunter Huss High School	360	Gaston County Schools	-	Bryan	-	Denton	-	1518 Edgefield Avenue	-	Gastonia	NC	28052	5299	704	866	6610	704	866	6103	-	-	-	-	-	-	http://www.gaston.k12.nc.us/huss	1	Open	30-JUN-90	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	B	Block	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000691	341451	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:36PM	jeppie_hager
3604302019	360430	2019	J B Page Primary School	J B Page Primary School	360	Gaston County Schools	-	Bill	-	Kessler	-	215 Ewing Drive	-	Belmont	NC	28012	4130	704	836	9116	704	825	4883	-	-	-	-	-	-	http://www.gaston.k12.nc.us/page	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01	PK:KG:01	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000692	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:44PM	jeppie_hager
3604312019	360431	2019	John Chavis Middle School	John Chavis Middle School	360	Gaston County Schools	Mr	Ryan	-	Smith	-	103 South Chavis Drive	-	Cherryville	NC	28021	-	704	836	9606	704	435	6168	-	-	-	-	-	-	http://gaston.k12.nc.us/chavis	1	Open	30-JUN-97	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162002113	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	02-08-2016 03:35PM	jeppie_hager
3604322019	360432	2019	Kiser Elementary	Kiser Elementary School	360	Gaston County Schools	-	Lorinda	-	Brusie	-	311 E College Street	-	Stanley	NC	28164	1813	704	836	9105	704	263	9372	-	-	-	-	-	-	http://www.gaston.k12.nc.us/kiser	1	Open	30-JUN-90	-	R	Regular School	N	None	03:04:05	03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000693	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:37PM	jeppie_hager
3604362019	360436	2019	Bessemer City Middle	Bessemer City Middle School	360	Gaston County Schools	-	Jessica	-	Mellon	-	525 Ed Wilson Road	-	Bessemer City	NC	28016	-	704	836	9602	704	629	4501	-	-	-	-	-	-	http://www.gaston.k12.nc.us/bcmiddle	1	Open	30-JUN-90	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000694	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 02:54PM	jeppie_hager
3604382019	360438	2019	Lingerfeldt Elementary	Lingerfeldt Elementary School	360	Gaston County Schools	Mrs	Staci	-	Bradley	-	1601 Madison Street	-	Gastonia	NC	28052	0846	704	866	6094	704	866	6311	-	-	-	-	-	-	http://www.gaston.k12.nc.us/lingerfeldt	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000695	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:38PM	jeppie_hager
3604402019	360440	2019	Lowell Elementary	Lowell Elementary School	360	Gaston County Schools	-	Kristin	-	Kiser	-	1500 Power Drive	-	Lowell	NC	28098	1236	704	836	9118	704	824	7427	-	-	-	-	-	-	http://www.gaston.k12.nc.us/lowell	1	Open	30-JUN-90	-	R	Regular School	N	None	KG:01:02:03:04:05	KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000696	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:39PM	jeppie_hager
3604482019	360448	2019	McAdenville Elementary	McAdenville Elementary School	360	Gaston County Schools	-	Lucretia	-	Rice	-	275 E Weslyan Drive	-	McAdenville	NC	28101	-	704	836	9117	704	824	8192	PO Box 129	-	McAdenville	NC	28101	0129	http://www.gaston.k12.nc.us/mcadenville	1	Open	30-JUN-90	-	R	Regular School	N	None	KG:01:02:03:04:05	KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000697	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:40PM	jeppie_hager
3604562019	360456	2019	Mount Holly Middle	Mount Holly Middle School	360	Gaston County Schools	-	Jamie	-	Peoples	-	124 S Hawthorne Street	-	Mount Holly	NC	28120	1663	704	836	9610	704	822	1049	-	-	-	-	-	-	http://www.gaston.k12.nc.us/mtholly	1	Open	30-JUN-90	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000698	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:40PM	jeppie_hager
3604642019	360464	2019	New Hope Elementary	New Hope Elementary School	360	Gaston County Schools	-	Lynn	-	Whiteside	-	137 Stowe Road	-	Gastonia	NC	28056	8560	704	836	9112	704	824	4715	-	-	-	-	-	-	http://www.gaston.k12.nc.us/newhope	1	Open	30-JUN-90	-	R	Regular School	N	None	KG:01:02:03:04:05	KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000700	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:41PM	jeppie_hager
3604682019	360468	2019	North Belmont Elementary	North Belmont Elementary School	360	Gaston County Schools	Mr	Justin	-	Beam	-	210 School Street	-	Belmont	NC	28012	2123	704	836	9135	704	827	0423	-	-	-	-	-	-	http://www.gaston.k12.nc.us/nbelmont	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000701	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	02-08-2016 04:01PM	jeppie_hager
3604702019	360470	2019	North Gaston High	North Gaston High School	360	Gaston County Schools	-	George	-	Conner	-	1133 Ratchford Road	-	Dallas	NC	28034	-	704	922	5285	704	922	7486	-	-	-	-	-	-	http://www.gaston.k12.nc.us/ngaston	1	Open	30-JUN-90	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	B	Block	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000702	340965	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:43PM	jeppie_hager
3604782019	360478	2019	Pinewood Elementary	Pinewood Elementary School	360	Gaston County Schools	-	Tyler	-	West	-	1925 N Main Street	-	Mount Holly	NC	28120	-	704	836	9138	704	822	0227	-	-	-	-	-	-	http://www.gaston.k12.nc.us/pinewood	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000704	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	02-08-2016 03:43PM	jeppie_hager
3604802019	360480	2019	Pleasant Ridge Elementary	Pleasant Ridge Elementary School	360	Gaston County Schools	-	Glenn	-	Cook	-	1260 Floyd Lane	-	Gastonia	NC	28052	5225	704	866	6096	704	866	6097	-	-	-	-	-	-	http://www.gaston.k12.nc.us/pridge	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000705	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	07-20-2017 09:54AM	pam_huffstetler
3604822019	360482	2019	Ida Rankin Elementary School	Ida Rankin Elementary School	360	Gaston County Schools	-	Donna	-	Kelly	-	301 W Central Avenue	-	Mount Holly	NC	28120	-	704	836	9136	704	827	9116	-	-	-	-	-	-	http://www.gaston.k12.nc.us/rankin	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000706	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:47PM	jeppie_hager
3604882019	360488	2019	Robinson Elementary	Robinson Elementary School	360	Gaston County Schools	-	Torben	-	Ross	-	3122 S Union Road	-	Gastonia	NC	28056	6922	704	866	6607	704	866	6314	-	-	-	-	-	-	http://www.gaston.k12.nc.us/robinson	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000708	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	07-18-2016 09:25AM	jeppie_hager
3604902019	360490	2019	Sherwood Elementary	Sherwood Elementary School	360	Gaston County Schools	-	Kristie	-	Gornto	-	1744 Dixon Road	-	Gastonia	NC	28054	5771	704	866	6609	704	866	6617	-	-	-	-	-	-	http://www.gaston.k12.nc.us/sherwood	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000709	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:51PM	jeppie_hager
3604922019	360492	2019	H H Beam Elementary	Hershal H Beam Elementary School	360	Gaston County Schools	-	Darice	-	Irby	-	200 Davis Park Road	-	Gastonia	NC	28052	6200	704	866	6618	704	866	6320	-	-	-	-	-	-	http://gaston.k12.nc.us/hhbeam	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000710	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 02:40PM	jeppie_hager
3604942019	360494	2019	South Point High	South Point High School	360	Gaston County Schools	-	Gary	-	Ford	-	906 South Point Road	-	Belmont	NC	28012	-	704	836	9612	704	825	2820	-	-	-	-	-	-	http://www.gaston.k12.nc.us/spoint	1	Open	30-JUN-90	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	B	Block	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000711	340295	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	02-08-2016 03:47PM	jeppie_hager
3604982019	360498	2019	Southwest Middle	Southwest Middle School	360	Gaston County Schools	-	Cindy	-	Hester	-	1 Roadrunner Drive	-	Gastonia	NC	28052	6299	704	866	6290	704	866	6293	-	-	-	-	-	-	http://www.gaston.k12.nc.us/southwest	1	Open	30-JUN-90	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000712	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 03:58PM	jeppie_hager
3604992019	360499	2019	Springfield Primary	Springfield Primary School	360	Gaston County Schools	-	Emily	-	Poag	-	900 S Main Street	-	Stanley	NC	28164	2199	704	836	9106	704	263	1890	-	-	-	-	-	-	http://www.gaston.k12.nc.us/springfield	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02	PK:KG:01:02	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000685	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 12:00AM	EDDIE	12-02-2015 03:59PM	jeppie_hager
3605002019	360500	2019	Stanley Middle	Stanley Middle School	360	Gaston County Schools	-	Rebecca	-	Huffstetler	-	317 Hovis Road	-	Stanley	NC	28164	1413	704	836	9600	704	263	0993	-	-	-	-	-	-	http://www.gaston.k12.nc.us/stanley	1	Open	30-JUN-90	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000713	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 04:00PM	jeppie_hager
3605042019	360504	2019	Tryon Elementary	Tryon Elementary School	360	Gaston County Schools	-	Meghan	-	LeFevers	-	2620 Tryon Courthouse Road	-	Bessemer City	NC	28016	9802	704	836	9107	704	629	5967	-	-	-	-	-	-	http://www.gaston.k12.nc.us/tryon	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370162000714	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	036	Gaston	-	22	Suburb, Midsize	-	1	04-23-2010 02:49PM	EDDIE	12-02-2015 04:04PM	jeppie_hager
